DISTRICT NUMBER,DISTRICT NAME,YEAR,ALL FUNDS-LOCAL TAX REVENUE FROM M&O,ALL FUNDS-STATE REVENUE,ALL FUNDS-OTHER LOCAL & INTERMEDIATE REVENUE,ALL FUNDS-LOCAL PROPERTY TAXES FROM I&S,ALL FUNDS-STATE DEBT FUNDS,ALL FUNDS-OTHER RECEIPTS,ALL FUNDS-DEBT SERVICE FINANCING RELATED REVENUE,Revenue Sum,Revenue Sum w/ Debt,REPORT_CHARTER_STATUS,2018-2019 ADA,REGION,COUNTY,Asian,Black or African American,Hispanic/Latino,Two or more races,White,American Indian or Alaska Nat,Native Hawaiian/Other Pacific,Total Ethnicity,District 2019 Overall Rating,District 2019 Overall Scaled Score,Student Achievement Rating,Student Achievement Scaled Score,School Progress Resolved Rating,School Progress Resolved Scaled Score,Closing the Gaps Rating,Closing the Gaps Scaled Score,Rated Under AEA Procedures,Charter Operator,New Charter Operator,Residential Treatment Facility,Single District Campus - PEIMS,# Enrolled in Grades 3-12,% Enrolled in Grades 3-12,All Students Count,# Economically Disadvantaged,% Economically Disadvantaged,# LEP Students,% LEP Students,# Special Education,% Special Education,# Enrolled in Early College High School,% Enrolled in Early College High School,# Pathways in Technology ECHS,% Pathways in Technology ECHS,# Enrolled in a T-Stem Academy,% Enrolled in a T-Stem Academy,Total AEA Bonus Points Received,AEA Bonus Graduation or Dropout Rate Used,AEA Bonus GRAD/CCMR Points Received,AEA Bonus STAAR Percentage,AEA Bonus STAAR Points Received,Any Change due to Appeal,Number of Consecutive Years Improvement Required (IR),County Name,County #,Postsecondary Readiness Distinction,"Final Rating Update Status: 1 = Appeal granted, 2 = Rating update to 'Q' - Not Rated due to Data Integrity issue",STAAR Component Raw Score,STAAR Component Scaled Score,CCMR Component Raw Score,CCMR Component Scaled Score,Graduation Rate Component Raw Score,Graduation Rate Component Scaled Score,Academic Growth Raw Score
187910,ONALASKA ISD,2019,5998166,5176252,469943,1078779,33156,0,0,12756296,12756296,Traditional ISD/CSD,"1,025.269",6,POLK COUNTY,12,29,85,26,960,7,0,1119,A,90,A,91,A,91,B,87,N,N,N,N,N,807,72.099999999999994,1119,833,74.4,14,1.3,130,11.6,0,0,0,0,0,0,.,.,.,.,.,NA,.,POLK,'187,0,NA,54,85,66,92,100,100,70
188901,AMARILLO ISD,2019,95322249,156911442,12480902,14148489,2431765,32768973,0,314063820,314063820,Traditional ISD/CSD,"29,595.804",16,POTTER COUNTY,1775,3472,15244,960,11191,143,44,32829,B,87,B,86,B,89,B,81,N,N,N,N,N,23339,71.599999999999994,32601,22328,68.5,4943,15.2,3674,11.3,0,0,0,0,0,0,.,.,.,.,.,NA,.,POTTER,'188,0,NA,49,81,79,95,94.5,80,68
188902,RIVER ROAD ISD,2019,2917560,8687018,645261,694787,425895,0,0,13370521,13370521,Traditional ISD/CSD,"1,218.291",16,POTTER COUNTY,3,28,324,49,921,12,1,1338,B,84,B,84,B,86,C,79,N,N,N,N,N,1024,76.599999999999994,1337,808,60.4,28,2.1,156,11.7,0,0,0,0,0,0,.,.,.,.,.,NA,.,POTTER,'188,0,NA,44,75,62,91,97.7,90,62
188903,HIGHLAND PARK ISD,2019,8146164,706766,560424,1893461,1417,51505,0,11359737,11359737,Traditional ISD/CSD,801.139,16,POTTER COUNTY,55,25,352,27,398,6,1,864,A,91,A,91,A,92,B,87,N,N,N,N,N,620,71.900000000000006,862,573,66.5,63,7.3,105,12.2,0,0,0,0,0,0,.,.,.,.,.,NA,.,POTTER,'188,0,NA,50,82,78,95,100,100,67
188904,BUSHLAND ISD,2019,10614976,1411037,1236052,2600032,26036,68378,0,15956511,15956511,Traditional ISD/CSD,"1,338.232",16,POTTER COUNTY,4,10,215,45,1146,7,0,1427,A,93,A,95,B,89,B,89,N,N,N,N,N,1140,80.5,1417,250,17.6,13,0.9,172,12.1,0,0,0,0,0,0,.,.,.,.,.,NA,.,POTTER,'188,0,NA,59,89,90,98,100,100,69
189901,MARFA ISD,2019,3788885,404227,475414,539547,5848,55808,0,5269729,5269729,Traditional ISD/CSD,303.148,18,PRESIDIO COUNTY,1,9,280,3,47,0,0,340,B,87,B,80,B,82,A,100,N,N,NA,N,Y,.,.,339,269,79.4,84,24.8,27,8,13,3.8,.,.,.,.,.,.,.,.,.,NA,.,PRESIDIO,'189,NA,NA,46,74,53,84,95.5,85,71
189902,PRESIDIO ISD,2019,2062108,11237691,546447,442750,397054,210197,0,14896247,14896247,Traditional ISD/CSD,"1,080.457",18,PRESIDIO COUNTY,13,0,1165,0,10,0,0,1188,B,87,B,86,A,93,C,72,N,N,N,N,N,937,78.900000000000006,1188,1104,92.9,633,53.3,71,6,422,35.5,0,0,693,58.3,.,.,.,.,.,NA,.,PRESIDIO,'189,0,NA,41,71,91,98,97,90,69
190903,RAINS ISD,2019,5964254,8089579,949813,1092205,73138,7810,0,16176799,16176799,Traditional ISD/CSD,"1,586.647",7,RAINS COUNTY,7,42,286,49,1325,13,0,1722,B,82,B,83,B,86,C,72,N,N,N,N,N,1241,72.400000000000006,1715,1081,63,111,6.5,225,13.1,0,0,0,0,0,0,.,.,.,.,.,NA,.,RAINS,'190,0,NA,46,78,58,88,95.2,85,69
191901,CANYON ISD,2019,51263376,22803883,5325409,11474208,159428,0,0,91026304,91026304,Traditional ISD/CSD,"9,577.798",16,RANDALL COUNTY,144,260,2582,222,6875,69,14,10166,B,88,B,89,B,84,B,86,N,N,N,N,N,7680,75.900000000000006,10122,3352,33.1,184,1.8,1116,11,0,0,0,0,0,0,.,.,.,.,.,NA,.,RANDALL,'191,0,NA,57,87,66,92,98.3,95,70
192901,REAGAN COUNTY ISD,2019,13208472,609705,1603423,3981939,4916,143412,0,19551867,19551867,Traditional ISD/CSD,793.513,18,REAGAN COUNTY,6,6,715,8,138,1,1,875,C,75,C,77,C,76,C,71,N,N,N,N,N,615,70.599999999999994,871,540,62,118,13.5,63,7.2,0,0,0,0,0,0,.,.,.,.,.,NA,.,REAGAN,'192,0,NA,39,69,50,78,97.1,90,64
193801,BIG SPRINGS CHARTER SCHOOL,2019,0,3634384,12722,0,0,0,0,3647106,3647106,Open Enrollment Charter,202.741,20,REAL COUNTY,0,5,126,5,89,1,1,227,Not Rated,.,Not Rated,.,Not Rated,74,Not Rated,.,Y,Y,N,Y,N,210,92.5,227,197,86.8,8,3.5,102,44.9,0,0,0,0,0,0,0,.,0,35,0,NA,.,REAL,'193,NA,NA,22,71,14,82,.,.,54
193902,LEAKEY ISD,2019,3123301,344355,56957,540222,8003,35205,0,4108043,4108043,Traditional ISD/CSD,258.108,20,REAL COUNTY,0,1,106,10,173,0,0,290,B,85,B,88,B,87,C,79,N,N,NA,N,Y,.,.,289,176,60.9,13,4.5,37,12.8,0,0,.,.,.,.,.,.,.,.,.,NA,.,REAL,'193,NA,NA,48,76,73,93,100,100,67
194902,AVERY ISD,2019,586973,3184389,221904,0,0,43560,0,4036826,4036826,Traditional ISD/CSD,306.875,8,RED RIVER COUNTY,0,6,33,24,271,6,0,340,B,89,B,86,A,90,B,86,N,N,N,N,N,242,71.400000000000006,339,210,61.9,11,3.2,41,12.1,0,0,0,0,0,0,.,.,.,.,.,NA,.,RED RIVER,'194,0,NA,54,85,53,80,100,100,77
194903,RIVERCREST ISD,2019,2503765,5057386,387011,331684,46970,80100,0,8406916,8406916,Traditional ISD/CSD,669.125,8,RED RIVER COUNTY,2,31,114,39,532,3,0,721,A,90,A,90,A,91,B,88,N,N,N,N,N,539,75,719,412,57.3,39,5.4,74,10.3,0,0,0,0,0,0,.,.,.,.,.,NA,.,RED RIVER,'194,0,NA,50,82,74,94,100,100,70
194904,CLARKSVILLE ISD,2019,2183802,3616699,186798,0,0,16750,0,6004049,6004049,Traditional ISD/CSD,461.920,8,RED RIVER COUNTY,0,264,133,40,96,1,0,534,C,79,C,73,B,80,C,76,N,N,N,N,N,370,69.400000000000006,533,482,90.4,53,9.9,64,12,0,0,0,0,0,0,.,.,.,.,.,NA,.,RED RIVER,'194,0,NA,35,60,51,78,97.3,90,62
194905,DETROIT ISD,2019,801809,4750857,884175,146419,238677,121393,25000,6943330,6968330,Traditional ISD/CSD,491.888,8,RED RIVER COUNTY,1,44,18,18,456,5,0,542,B,89,B,88,A,92,B,83,N,N,N,N,N,385,71,542,323,59.6,2,0.4,63,11.6,0,0,0,0,0,0,.,.,.,.,.,NA,.,RED RIVER,'194,0,NA,48,80,80,95,97.2,90,63
195901,PECOS-BARSTOW-TOYAH ISD,2019,80549867,2082493,6169392,10910115,7252,0,0,99719119,99719119,Traditional ISD/CSD,"2,539.470",18,REEVES COUNTY,26,22,2525,7,210,7,0,2797,Data Integrity Issues,85,B,81,B,89,C,75,N,N,N,N,N,2015,72,2797,2000,71.5,398,14.2,277,9.9,0,0,0,0,0,0,.,.,.,.,.,NA,.,REEVES,'195,NA,2,37,65,70,93,96.4,90,63
195902,BALMORHEA ISD,2019,1975421,2404828,103422,54360,65613,63309,0,4666953,4666953,Traditional ISD/CSD,163.396,18,REEVES COUNTY,0,1,157,2,26,0,0,186,B,87,B,84,A,92,C,76,N,N,NA,N,Y,.,.,186,157,84.4,16,8.6,19,10.2,56,30.1,.,.,.,.,.,.,.,.,.,NA,.,REEVES,'195,NA,NA,35,60,100,100,100,100,61
196901,AUSTWELL-TIVOLI ISD,2019,1634605,543731,74516,921393,4708,77816,0,3256769,3256769,Traditional ISD/CSD,126.835,3,REFUGIO COUNTY,0,2,107,0,31,0,0,140,C,73,C,74,D,60,D,69,N,N,N,N,N,97,69.3,140,62,44.3,3,2.1,24,17.1,0,0,0,0,0,0,.,.,.,.,.,NA,.,REFUGIO,'196,0,NA,46,78,26,57,100,100,63
196902,WOODSBORO ISD,2019,3229024,4157868,355305,957993,35443,748624,0,9484257,9484257,Traditional ISD/CSD,420.014,3,REFUGIO COUNTY,2,16,235,6,182,0,0,441,B,86,B,87,A,91,C,75,N,N,N,N,N,318,72.099999999999994,441,441,100,0,0,58,13.2,0,0,0,0,0,0,.,.,.,.,.,NA,.,REFUGIO,'196,0,NA,42,73,76,94,100,100,69
196903,REFUGIO ISD,2019,4098834,16973387,478642,1131596,4896,3544,0,22690899,22690899,Traditional ISD/CSD,629.606,3,REFUGIO COUNTY,0,74,447,9,158,1,0,689,C,75,C,76,C,79,D,66,N,N,N,N,N,518,76.099999999999994,681,507,74.4,32,4.7,67,9.8,0,0,0,0,0,0,.,.,.,.,.,NA,.,REFUGIO,'196,0,NA,42,73,45,74,95.6,85,64
197902,MIAMI ISD,2019,2334094,530720,432036,2665255,7623,127685,12556978,6097413,18654391,Traditional ISD/CSD,200.234,16,ROBERTS COUNTY,0,0,31,0,187,1,0,219,B,86,A,90,B,85,C,77,N,N,NA,N,Y,.,.,219,64,29.2,1,0.5,16,7.3,0,0,.,.,.,.,.,.,.,.,.,NA,.,ROBERTS,'197,NA,NA,50,77,92,98,100,100,69
198901,BREMOND ISD,2019,3013043,1338281,239389,907971,13668,386386,0,5898738,5898738,Traditional ISD/CSD,435.729,6,ROBERTSON COUNTY,6,64,67,15,335,0,0,487,A,90,A,90,A,91,B,87,N,N,N,N,N,348,71.5,487,288,59.1,17,3.5,49,10.1,0,0,0,0,0,0,.,.,.,.,.,NA,.,ROBERTSON,'198,1,NA,51,82,72,93,100,100,64
198902,CALVERT ISD,2019,1403743,573987,20213,0,0,0,0,1997943,1997943,Traditional ISD/CSD,145.887,6,ROBERTSON COUNTY,0,133,26,0,7,0,0,166,B,80,C,79,B,81,C,76,N,N,NA,N,Y,.,.,166,156,94,1,0.6,23,13.9,0,0,.,.,.,.,.,.,.,.,.,NA,.,ROBERTSON,'198,NA,NA,34,59,58,88,100,100,71
198903,FRANKLIN ISD,2019,9430784,2876360,2598601,3409443,0,719195,0,19034383,19034383,Traditional ISD/CSD,"1,137.706",6,ROBERTSON COUNTY,16,91,219,29,892,2,0,1249,A,95,A,93,A,91,A,100,N,N,N,N,N,914,73.3,1247,495,39.7,32,2.6,143,11.5,0,0,0,0,0,0,.,.,.,.,.,NA,.,ROBERTSON,'198,1,NA,64,91,71,93,98.9,95,75
198905,HEARNE ISD,2019,4127202,4381882,346701,887666,27445,0,0,9770896,9770896,Traditional ISD/CSD,733.656,6,ROBERTSON COUNTY,1,384,353,12,69,1,1,821,Data Integrity Issues,81,C,78,B,85,C,73,N,N,N,N,N,579,70.7,819,788,96.2,149,18.2,140,17.1,0,0,0,0,0,0,.,.,.,.,.,NA,.,ROBERTSON,'198,NA,2,28,54,65,91,100,100,62
198906,MUMFORD ISD,2019,729040,6006985,833929,0,0,0,0,7569954,7569954,Traditional ISD/CSD,552.480,6,ROBERTSON COUNTY,4,37,330,13,228,0,0,612,A,93,A,94,A,93,B,89,N,N,N,N,N,411,67.2,612,432,70.6,89,14.5,57,9.3,0,0,0,0,0,0,.,.,.,.,.,NA,.,ROBERTSON,'198,1,NA,67,92,68,92,100,100,69
199901,ROCKWALL ISD,2019,99396142,28632058,11261671,38141199,614926,1025000,0,179070996,179070996,Traditional ISD/CSD,"15,646.899",10,ROCKWALL COUNTY,489,1442,3687,674,10121,145,29,16587,A,91,A,92,B,89,B,89,N,N,N,N,N,12865,78,16490,4211,25.5,1203,7.3,1616,9.8,0,0,0,0,0,0,.,.,.,.,.,NA,.,ROCKWALL,'199,0,NA,64,91,68,92,99.1,95,75
199902,ROYSE CITY ISD,2019,22589798,29274218,3479143,9901818,1689126,1864624,2787176,68798727,71585903,Traditional ISD/CSD,"5,831.354",10,ROCKWALL COUNTY,65,475,2025,190,3383,23,8,6169,B,86,B,87,C,79,B,85,N,N,N,N,N,4649,75.5,6158,2413,39.2,647,10.5,638,10.4,0,0,0,0,0,0,.,.,.,.,.,NA,.,ROCKWALL,'199,0,NA,50,82,60,90,97.4,90,65
200901,BALLINGER ISD,2019,3706937,6054495,706056,0,0,766773,0,11234261,11234261,Traditional ISD/CSD,834.386,15,RUNNELS COUNTY,6,12,423,15,446,4,0,906,B,85,B,87,B,89,C,77,N,N,N,N,N,676,74.7,905,514,56.8,14,1.5,88,9.7,0,0,0,0,0,0,.,.,.,.,.,NA,.,RUNNELS,'200,0,NA,45,76,71,93,98.7,95,66
200902,MILES ISD,2019,1113517,3466303,167658,310434,220049,45261,0,5323222,5323222,Traditional ISD/CSD,419.959,15,RUNNELS COUNTY,0,1,158,2,274,0,0,435,A,97,A,96,A,93,A,100,N,N,N,N,N,330,75.900000000000006,435,152,34.9,36,8.3,27,6.2,0,0,0,0,0,0,.,.,.,.,.,NA,.,RUNNELS,'200,1,NA,66,92,89,97,100,100,79
200904,WINTERS ISD,2019,2171047,4291680,168021,0,0,0,0,6630748,6630748,Traditional ISD/CSD,504.492,15,RUNNELS COUNTY,1,7,330,12,208,1,0,559,B,84,B,83,B,88,C,75,N,N,N,N,N,407,73.099999999999994,557,372,66.8,20,3.6,63,11.3,0,0,0,0,0,0,.,.,.,.,.,NA,.,RUNNELS,'200,0,NA,41,71,64,91,97.6,90,67
200906,OLFEN ISD,2019,124823,1739336,51667,4573,81430,56715,0,2058544,2058544,Traditional ISD/CSD,97.085,15,RUNNELS COUNTY,2,3,50,0,49,0,0,104,B,88,B,81,A,90,B,83,N,N,N,N,N,80,77.7,103,77,74.8,3,2.9,9,8.7,0,0,0,0,0,0,.,.,.,.,.,NA,.,RUNNELS,'200,NA,NA,49,81,.,.,100,100,66
201902,HENDERSON ISD,2019,15491166,11249499,3015523,3601324,101519,87478,0,33546509,33546509,Traditional ISD/CSD,"3,203.080",7,RUSK COUNTY,27,644,1073,99,1562,10,2,3417,A,91,B,86,A,90,A,94,N,N,N,N,N,2540,74.400000000000006,3415,2246,65.8,478,14,354,10.4,0,0,0,0,0,0,.,.,.,.,.,NA,.,RUSK,'201,0,NA,50,82,59,89,96.3,90,70
201903,LANEVILLE ISD,2019,1028503,1019787,83702,0,0,0,38250,2131992,2170242,Traditional ISD/CSD,145.551,7,RUSK COUNTY,0,83,46,7,27,1,0,164,B,81,B,82,B,85,C,72,N,N,NA,N,Y,.,.,164,134,81.7,22,13.4,20,12.2,0,0,.,.,.,.,.,.,.,.,.,NA,.,RUSK,'201,NA,NA,51,78,46,78,100,100,75
201904,LEVERETTS CHAPEL ISD,2019,333019,2497398,94134,0,0,0,111177,2924551,3035728,Traditional ISD/CSD,230.137,7,RUSK COUNTY,0,15,102,11,124,0,0,252,B,89,B,89,A,91,B,85,N,N,N,N,N,181,72.099999999999994,251,251,100,59,23.5,24,9.6,0,0,0,0,0,0,.,.,.,.,.,NA,.,RUSK,'201,0,NA,49,81,65,91,100,100,78
201907,MOUNT ENTERPRISE ISD,2019,660412,3456177,124594,37914,53088,0,97731,4332185,4429916,Traditional ISD/CSD,372.041,7,RUSK COUNTY,2,48,34,13,314,3,0,414,B,84,B,86,B,86,C,78,N,N,N,N,N,301,72.900000000000006,413,263,63.7,17,4.1,47,11.4,0,0,0,0,0,0,.,.,.,.,.,NA,.,RUSK,'201,0,NA,47,79,57,86,100,100,64
201908,OVERTON ISD,2019,838073,4160738,355927,247192,446962,1558,0,6050450,6050450,Traditional ISD/CSD,462.627,7,RUSK COUNTY,3,67,41,21,366,4,0,502,B,83,B,84,B,86,C,77,N,N,N,N,N,352,70.400000000000006,500,341,68.2,7,1.4,58,11.6,0,0,0,0,0,0,.,.,.,.,.,NA,.,RUSK,'201,0,NA,45,76,56,85,100,100,67
201910,TATUM ISD,2019,8750480,1658608,1505031,1447544,6078,245942,6461563,13613683,20075246,Traditional ISD/CSD,"1,419.226",7,RUSK COUNTY,3,308,472,33,687,8,4,1515,A,90,B,88,B,89,A,93,N,N,N,N,N,1154,76.3,1512,895,59.2,211,14,123,8.1,0,0,0,0,0,0,.,.,.,.,.,NA,.,RUSK,'201,0,NA,56,87,56,85,99.1,95,72
201913,CARLISLE ISD,2019,1408851,4830163,430726,441300,310620,78022,0,7499682,7499682,Traditional ISD/CSD,559.202,7,RUSK COUNTY,0,26,317,10,261,4,0,618,B,80,B,81,B,84,C,70,N,N,NA,N,Y,.,.,617,459,74.4,203,32.9,55,8.9,0,0,.,.,.,.,.,.,.,.,.,NA,.,RUSK,'201,NA,NA,36,62,68,92,98.2,95,59
201914,WEST RUSK COUNTY CONSOLIDATED ISD,2019,3623959,5962260,297996,1145012,71777,0,0,11101004,11101004,Traditional ISD/CSD,"1,020.739",7,RUSK COUNTY,1,143,296,33,598,17,1,1089,C,77,B,80,C,78,C,71,N,N,N,N,N,846,77.8,1087,777,71.5,136,12.5,119,10.9,0,0,0,0,0,0,.,.,.,.,.,NA,.,RUSK,'201,0,NA,46,78,40,71,100,100,66
202903,HEMPHILL ISD,2019,4924146,3987694,910727,0,0,0,0,9822567,9822567,Traditional ISD/CSD,806.041,7,SABINE COUNTY,5,89,82,63,652,6,0,897,B,85,B,82,B,89,C,74,N,N,N,N,N,666,74.2,897,578,64.4,20,2.2,96,10.7,0,0,0,0,0,0,.,.,.,.,.,NA,.,SABINE,'202,0,NA,43,74,66,92,94.7,80,68
202905,WEST SABINE ISD,2019,1230968,4641439,263122,285514,248008,16,0,6669067,6669067,Traditional ISD/CSD,546.369,7,SABINE COUNTY,0,48,33,17,512,3,0,613,C,78,C,78,B,80,C,73,N,N,N,N,N,446,73.099999999999994,610,478,78.4,3,0.5,64,10.5,0,0,0,0,0,0,.,.,.,.,.,NA,.,SABINE,'202,0,NA,45,76,39,70,100,100,70
203901,SAN AUGUSTINE ISD,2019,3729992,3588893,533989,841844,9156,0,0,8703874,8703874,Traditional ISD/CSD,676.938,7,SAN AUGUSTINE COUNTY,2,380,173,35,166,0,0,756,B,83,C,79,B,88,C,70,N,N,N,N,N,539,71.5,754,669,88.7,87,11.5,104,13.8,0,0,0,0,0,0,.,.,.,.,.,NA,.,SAN AUGUSTINE,'203,0,NA,30,56,69,92,100,100,62
203902,BROADDUS ISD,2019,3748439,1894578,45690,0,0,12711,0,5701418,5701418,Traditional ISD/CSD,363.015,7,SAN AUGUSTINE COUNTY,0,4,43,14,332,3,0,396,B,81,C,79,B,83,C,75,N,N,N,N,N,293,74,396,319,80.6,19,4.8,50,12.6,0,0,0,0,0,0,.,.,.,.,.,NA,.,SAN AUGUSTINE,'203,0,NA,42,73,52,79,97.1,90,67
204901,COLDSPRING-OAKHURST CISD,2019,13120699,2099065,665862,1395832,0,94782,0,17376240,17376240,Traditional ISD/CSD,"1,401.167",6,SAN JACINTO COUNTY,4,289,139,76,1056,2,1,1567,C,76,C,77,C,79,C,70,N,N,N,N,N,1155,73.8,1565,983,62.8,17,1.1,196,12.5,0,0,0,0,0,0,.,.,.,.,.,NA,.,SAN JACINTO,'204,0,NA,36,62,56,85,97.9,90,63
204904,SHEPHERD ISD,2019,4295819,14627629,983902,564317,767834,0,354112,21239501,21593613,Traditional ISD/CSD,"1,841.979",6,SAN JACINTO COUNTY,5,110,685,75,1160,6,0,2041,C,77,C,72,B,80,C,71,N,N,N,N,N,1469,72.5,2026,1479,73,331,16.3,172,8.5,0,0,0,0,0,0,.,.,.,.,.,NA,.,SAN JACINTO,'204,0,NA,32,57,58,88,92.9,70,62
205901,ARANSAS PASS ISD,2019,7855588,7197895,369477,1295451,6413,238685,0,16963509,16963509,Traditional ISD/CSD,"1,419.281",2,SAN PATRICIO COUNTY,11,33,981,34,490,2,5,1556,B,83,C,78,B,85,C,78,N,N,N,N,N,1141,73.5,1552,1230,79.3,144,9.3,140,9,0,0,0,0,0,0,.,.,.,.,.,NA,.,SAN PATRICIO,'205,0,NA,44,75,51,78,95.3,85,69
205902,GREGORY-PORTLAND ISD,2019,35802195,9440321,2355408,9306826,55740,2487381,23133229,59447871,82581100,Traditional ISD/CSD,"4,339.204",2,SAN PATRICIO COUNTY,84,74,2678,87,1724,19,7,4673,B,88,B,86,B,84,A,93,N,N,N,N,N,3515,75.5,4654,2151,46.2,200,4.3,421,9,0,0,0,0,0,0,.,.,.,.,.,NA,.,SAN PATRICIO,'205,0,NA,53,84,59,89,95.6,85,70
205903,INGLESIDE ISD,2019,18073870,9125404,1343445,3339265,5120,383415,0,32270519,32270519,Traditional ISD/CSD,"1,979.907",2,SAN PATRICIO COUNTY,21,30,1177,46,864,14,3,2155,B,87,B,88,A,90,B,80,N,N,N,N,N,1612,74.8,2155,1460,67.7,176,8.2,192,8.9,0,0,0,0,0,0,.,.,.,.,.,NA,.,SAN PATRICIO,'205,0,NA,49,81,64,91,99.2,95,68
205904,MATHIS ISD,2019,4127451,10852263,597248,906413,518190,0,0,17001565,17001565,Traditional ISD/CSD,"1,468.930",2,SAN PATRICIO COUNTY,6,13,1439,9,157,3,0,1627,B,89,B,86,A,92,B,81,N,N,N,N,N,1190,73.3,1624,1365,84.1,44,2.7,162,10,0,0,0,0,0,0,.,.,.,.,.,NA,.,SAN PATRICIO,'205,0,NA,46,78,76,94,95,85,69
205905,ODEM-EDROY ISD,2019,3467684,6435194,789395,1573349,47573,199000,0,12512195,12512195,Traditional ISD/CSD,827.374,2,SAN PATRICIO COUNTY,0,7,780,6,112,0,0,905,B,87,B,86,B,87,B,86,N,N,N,N,N,676,75,901,562,62.4,24,2.7,72,8,0,0,0,0,0,0,.,.,.,.,.,NA,.,SAN PATRICIO,'205,0,NA,48,80,57,86,100,100,69
205906,SINTON ISD,2019,6327993,16239323,904944,1638909,658281,79752,0,25849202,25849202,Traditional ISD/CSD,"1,938.752",2,SAN PATRICIO COUNTY,11,26,1770,10,318,4,0,2139,B,88,B,86,A,90,B,83,N,N,N,N,N,1581,74.2,2132,1461,68.5,20,0.9,273,12.8,0,0,0,0,873,40.9,.,.,.,.,.,NA,.,SAN PATRICIO,'205,0,NA,44,75,67,92,98.8,95,66
205907,TAFT ISD,2019,3775686,7401458,853802,1605767,31208,1869850,252571,15537771,15790342,Traditional ISD/CSD,937.338,2,SAN PATRICIO COUNTY,0,6,938,4,96,2,1,1047,B,84,C,75,B,89,C,73,N,N,N,N,N,745,71.400000000000006,1043,978,93.8,26,2.5,114,10.9,0,0,0,0,0,0,.,.,.,.,.,NA,.,SAN PATRICIO,'205,0,NA,30,56,82,96,92.9,70,65
206901,SAN SABA ISD,2019,2818101,4845858,279970,835390,19092,0,0,8798411,8798411,Traditional ISD/CSD,698.426,15,SAN SABA COUNTY,4,2,427,6,321,2,0,762,B,86,B,89,B,89,C,78,N,N,N,N,N,524,68.900000000000006,760,553,72.8,140,18.4,87,11.4,0,0,0,0,0,0,.,.,.,.,.,NA,.,SAN SABA,'206,1,NA,49,81,79,95,100,100,63
206902,RICHLAND SPRINGS ISD,2019,1000988,1260868,83809,169129,53091,458920,0,3026805,3026805,Traditional ISD/CSD,113.606,15,SAN SABA COUNTY,0,2,26,3,91,1,0,123,B,86,B,86,A,91,C,75,N,N,NA,N,Y,.,.,123,81,65.9,3,2.4,22,17.9,0,0,.,.,.,.,.,.,.,.,.,NA,.,SAN SABA,'206,NA,NA,39,67,95,99,100,100,59
206903,CHEROKEE ISD,2019,737596,1196106,2933367,0,0,15872,0,4882941,4882941,Traditional ISD/CSD,107.095,15,SAN SABA COUNTY,0,4,24,2,83,1,0,114,B,86,B,88,B,82,B,81,N,N,NA,N,Y,.,.,114,61,53.5,0,0,12,10.5,0,0,.,.,.,.,.,.,.,.,.,NA,.,SAN SABA,'206,NA,NA,55,83,55,86,100,100,65
207901,SCHLEICHER ISD,2019,3087751,2524659,489270,0,0,71922,0,6173602,6173602,Traditional ISD/CSD,483.506,15,SCHLEICHER COUNTY,2,0,377,9,127,0,0,515,B,88,B,89,B,89,B,84,N,N,N,N,N,385,74.8,515,294,57.1,45,8.7,32,6.2,0,0,0,0,0,0,.,.,.,.,.,NA,.,SCHLEICHER,'207,0,NA,47,79,76,94,100,100,61
208901,HERMLEIGH ISD,2019,1772220,1073916,698853,498709,166873,176333,0,4386904,4386904,Traditional ISD/CSD,225.052,14,SCURRY COUNTY,0,4,95,5,139,1,0,244,C,78,C,79,C,75,C,74,N,N,NA,N,Y,.,.,244,111,45.5,14,5.7,16,6.6,0,0,.,.,.,.,.,.,.,.,.,NA,.,SCURRY,'208,NA,NA,32,57,65,91,100,100,59
208902,SNYDER ISD,2019,20059466,4636687,6578725,2023572,29546,1278724,0,34606720,34606720,Traditional ISD/CSD,"2,460.306",14,SCURRY COUNTY,18,59,1725,45,798,14,0,2659,C,78,C,75,B,80,C,72,N,N,N,N,N,1934,72.8,2656,1789,67.4,281,10.6,291,11,0,0,0,0,114,4.3,.,.,.,.,.,NA,.,SCURRY,'208,0,NA,38,67,53,80,94.8,80,64
208903,IRA ISD,2019,1425099,1200793,258995,834824,9501,28708,0,3757920,3757920,Traditional ISD/CSD,261.002,14,SCURRY COUNTY,0,2,73,0,191,1,0,267,A,93,A,96,B,87,B,87,N,N,NA,N,Y,.,.,267,62,23.2,9,3.4,21,7.9,0,0,.,.,.,.,.,.,.,.,.,NA,.,SCURRY,'208,NA,NA,64,91,91,98,100,100,76
209901,ALBANY ISD,2019,3693377,805800,210036,0,0,64340,0,4773553,4773553,Traditional ISD/CSD,466.691,14,SHACKELFORD COUNTY,1,11,78,15,386,2,2,495,B,86,A,90,B,83,C,76,N,N,N,N,N,360,72.7,495,175,35.4,10,2,47,9.5,0,0,0,0,0,0,.,.,.,.,.,NA,.,SHACKELFORD,'209,0,NA,50,82,70,93,100,100,63
209902,MORAN ISD,2019,633979,973611,38777,0,0,39794,0,1686161,1686161,Traditional ISD/CSD,103.057,14,SHACKELFORD COUNTY,0,1,10,2,96,1,1,111,C,79,C,78,B,80,C,76,N,N,NA,N,Y,.,.,110,100,90.9,0,0,16,14.5,0,0,.,.,.,.,.,.,.,.,.,NA,.,SHACKELFORD,'209,NA,NA,35,60,54,85,100,100,65
